Legacy_Code	Banner_Org	Deptname	deptFullName	directoryDisplayName	directorySortName	Name	Address	Address2	Mailcode	buildingCode	city	state	zip	areaCode	Phone	NetId	CIP	Comments	DeptType	Dean	Duplicate	Active	Campus	College	CollegeName	AdminRollup	School	Dept	URL	directoryDisplay	
13267	1B1-KV-KV4-490	Religion	Department of Religion	Department of Religion	Religion, Department of	Jonathan Ebel	3080 Foreign Languages	707 S. Mathews	160	172	Urbana	IL	61801-3643	217	333-0473	jebel	38.0201		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV4	490	http://www.religion.illinois.edu/	True	
13268	1B1-KV-KV4-958	Slavic Languages & Literature	Department of Slavic Languages and Literatures	Department of Slavic Languages and Literatures	Slavic Languages and Literatures, Department of	David Cooper	2090 Foreign Languages	707 S. Mathews	170	172	Urbana	IL	61801-3677	217	244-1063	dlcoop	16.0400		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV4	958	http://www.slavic.illinois.edu/	True	
13269	1B1-KV-KV0-324	Sociology	Department of Sociology	Department of Sociology	Sociology, Department of	Reuben Buford May	3120 Lincoln Hall	702 S. Wright St.	454	27	Urbana	IL	61801-3621	217	333-1950	rabm	45.1101		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV0	324	http://www.sociology.illinois.edu/	True	
13270	1B1-KV-KV0-441	Appl Technol Learning A & S	Applied Technologies for Learning in the Arts and Sciences	Applied Technologies for Learning in the Arts and Sciences	ATLAS (Applied Technology for Learning in the Arts and Sciences)	Robert Morrissey	112 English Bldg	608 S. Wright St.	460	27	Urbana	IL	61801-3621	217	333-9776	rmorriss	45.0101		8	F	T	Y	1	KV	Liberal Arts & Sciences	B1	KV0	441	http://www.atlas.illinois.edu/	True	
13271	1B1-KV-KV6-954	Ctr S. Asian & MidEast Studies	Center for South Asian and Middle Eastern Studies	Center for South Asian and Middle Eastern Studies	South Asian and Middle Eastern Studies, Center for	Eric Calderwood	125 Coble Hall	801 S. Wright St.	489	130	Champaign	IL	61820-6216	217	265-5016	ecalderw	90.0501		3	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV6	954	http://csames.illinois.edu/	True	
13272	1B1-KV-KV4-585	Spanish and Portuguese	Department of Spanish and Portuguese	Department of Spanish and Portuguese	Spanish and Portuguese, Department of	Melissa Bowles	4080 Foreign Languages	707 S. Mathews	176	172	Urbana	IL	61801-3674	217	333-3390	bowlesm	16.0905		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV4	585	http://www.spanport.illinois.edu	True	
13274	1B1-KV-KV0-489	Communication	Department of Communication	Department of Communication	Communication, Department of	John Caughlin	3001 Lincoln Hall	702 S. Wright St.	456	27	Urbana	IL	61801-3640	217	333-2683	caughlin	23.1304		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV0	489	http://communication.illinois.edu/	True	
13280	1B1-KV-KV0-680	Gender and Women's Studies	Department of Gender and Women's Studies	Department of Gender and Women's Studies	Gender and Women's Studies, Department of	Toby Beauchamp	1205 W. Nevada		137	146	Urbana	IL	61801	217	333-2990	tcb	05.0207		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV0	680	http://www.gws.illinois.edu/	True	
13281	1B1-KV-KV0-895	Spurlock Museum	Spurlock Museum	Spurlock Museum	Spurlock Museum	Elizabeth Sutton	600 S. Gregory Street		065	373	Urbana	IL	61801-3759	217	333-2360	easutton			3	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV0	895	http://www.spurlock.illinois.edu/	True	
13283	1B1-KV-KV0-583	Statistics	Department of Statistics	Department of Statistics	Statistics, Department of	Yuguo Chen	156 Computing Applications Bld	605 E. Springfield Ave.	374		Champaign	IL	61820-5710	217	333-2167	yuguo	27.0501		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV0	583	http://www.stat.illinois.edu/	True	
13284	1B1-KV-KV1-510	School of Chemical Sciences	School of Chemical Sciences	School of Chemical Sciences	Chemical Sciences, School of	Paul Kenis	106 Noyes Lab	505 S. Mathews	712	12	Urbana	IL	61801-3602	217	333-5070	kenis	40.0501		5	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV1	510	https://scs.illinois.edu/	True	
13285	1B1-KV-KV3-438	Biochemistry	Department of Biochemistry	Department of Biochemistry	Biochemistry, Department of	Satish Nair	417 RAL	600 S. Mathews	712	1	Urbana	IL	61801-3602	217	333-2013	snair	26.0202		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV3	438	http://mcb.illinois.edu/departments/biochemistry/	True	
13286	1B1-KV-KV1-413	Chemistry	Department of Chemistry	Department of Chemistry	Chemistry, Department of	Cathy Murphy	109 Noyes Lab	600 S. Mathews	712	12	Urbana	IL	61801-3602	217	333-5071	murphycj	40.0501		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV1	413	http://chemistry.illinois.edu/	True	
13288	1B1-KV-KV1-687	Chemical & Biomolecular Engr	Chemical and Biomolecular Engineering	Department of Chemical and Biomolecular Engineering	Chemical and Biomolecular Engineering, Department of	Christopher Rao	Rm 114, 3C RAL	600 S. Mathews	712	116	Urbana	IL	61801-3602	217	333-3640	cvrao	14.0701		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV1	687	http://www.chbe.illinois.edu/	True	
13297	1B1-KV-KV0-405	Economics	Department of Economics	Department of Economics	Economics, Department of	George Deltas	214 David Kinley Hall	1407 W. Gregory	707	54	Urbana	IL	61801-3606	217	333-0120	deltas	45.0601		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV0	405	http://www.economics.illinois.edu/	True	
13299	1B1-KV-KV0-670	Liberal Arts & Sciences Course	Liberal Arts and Sciences Courses	Liberal Arts and Sciences Courses	Liberal Arts and Sciences Courses	Venetria K. Patton	2090 Lincoln Hall	702 S. Wright	448	27	Urbana	IL	61801	217	333-1350	vkpatton	30.9999		7	F	T	Y	1	KV	Liberal Arts & Sciences	B1	KV0	670	http://www.las.uiuc.edu/	False	
13601	1B1-KY-KY0-682	Applied Health Sciences Admin	College of Applied Health Sciences Administration	College of Applied Health Sciences	Applied Health Sciences, College of	Cheryl Hanley-Maxwell	110 Huff Hall	1206 S. Fourth	586	58	Champaign	IL	61820-6988	217	333-2131	cherylhm	51.2299		2	T	F	Y	1	KY	Applied Health Sciences	B1	KY0	682	http://www.ahs.illinois.edu/	True	
13602	1B1-KY-KY0-347	Applied Health Sci General Exp	College of Applied Health Sciences General Expenses	College of Applied Health Sciences General Expenses	College of Applied Health Sciences General Expenses	Cheryl Hanley-Maxwell	107 Huff Hall	1206 S. Fourth	586	58	Champaign	IL	61820-6988	217	333-2131	cherylhm	51.2299		9	F	T	Y	1	KY	Applied Health Sciences	B1	KY0	347	http://www.ahs.illinois.edu/	False	
13603	1B1-KY-KY0-981	Disability Research Institute	Disability Research Institute	Disability Research Institute	Disability Research Institute	Cheryl Hanley-Maxwell	107 Huff Hall	1206 S. Fourth	586	58	Champaign	IL	61820-6988	217	333-2131	cherylhm	90.4407		3	F	T	Y	1	KY	Applied Health Sciences	B1	KY0	981	http://www.dri.illinois.edu/	True	
13615	1B1-KY-KY0-581	Health and Kinesiology	Department of Health and Kinesiology	Department of Health and Kinesiology	Health and Kinesiology, Department of	Kim Graber	Louise Freer Hall	906 S. Goodwin	052	64	Urbana	IL	61801-3841	217	333-2461	kgraber	31.0505		1	F	F	Y	1	KY	Applied Health Sciences	B1	KY0	581	http://www.kch.illinois.edu/	True	
13625	1B1-KY-KY0-714	Recreation, Sport and Tourism	Department of Recreation, Sport and Tourism	Department of Recreation, Sport and Tourism	Recreation, Sport and Tourism, Department of	Carla Santos	219 Huff Hall	1206 S. Fourth	584	58	Champaign	IL	61820-6953	217	333-4410	csantos	31.0101		1	F	F	Y	1	KY	Applied Health Sciences	B1	KY0	714	http://www.rst.illinois.edu/	True	
13631	1B1-KY-KY0-943	Disability Res & Educ Svcs	Disability Resources and Educational Services	Disability Resources and Educational Services	Disability Resources and Educational Services, Division of	Heather A. Stout	1207 W. Oak St.		574	176	Champaign	IL	61820-6994	217	333-1970	hstout			P	F	F	Y	1	KY	Applied Health Sciences	B1	KY0	943	http://www.disability.illinois.edu/	True	
13640	1B1-KY-KY0-679	Speech & Hearing Science	Department of Speech and Hearing Science	Department of Speech and Hearing Science	Speech and Hearing Science, Department of	Georgia Malandraki	901 S. Sixth		482	209	Champaign	IL	61820-6206	217	333-2230	georgiam	51.0204		1	F	F	Y	1	KY	Applied Health Sciences	B1	KY0	679	http://www.shs.illinois.edu/	True	
13699	1B1-KY-KY0-754	Applied Health Sci Courses	Applied Health Sciences Courses	Applied Health Sciences Courses	Applied Health Sciences Courses	Cheryl Hanley-Maxwell	107 Huff Hall	1206 S. Fourth	586	58	Champaign	IL	61820-6988	217	333-2131	cherylhm	51.2299		7	F	T	Y	1	KY	Applied Health Sciences	B1	KY0	754	http://www.ahs.illinois.edu/	False	
14301	1B1-LB-LB0-761	Medicine at UC Admin	Medicine at Urbana-Champaign Administration	Medicine at Urbana-Champaign	U of I College of Medicine at Urbana-Champaign	Janet Jokela	Carle Forum Lower Level	611 West Park Street	474	565	Urbana	IL	61801	217		jokela	51.1201	Acting	2	T	F	Y	1	LB	Medicine at Urbana-Champaign	B1	LB0	761	http://www.med.illinois.edu/	True	
14401	1B1-LC-LC0-444	Vet Medicine Administration	College of Veterinary Medicine Administration	College of Veterinary Medicine	Veterinary Medicine, College of	Peter Constable	3505 VMBSB	2001 S. Lincoln	002	350	Urbana	IL	61802-6178	217	333-2760	constabl	01.8101		2	T	T	Y	1	LC	Veterinary Medicine	B1	LC0	444	http://vetmed.illinois.edu/	True	
14402	1B1-LC-LC0-463	Vet Medicine General Expen	College of Veterinary Medicine General Expenses	College of Veterinary Medicine General Expenses	Veterinary Medicine - General, College of	Peter Constable	3503 VMBSB	2001 S. Lincoln	002	350	Urbana	IL	61802-6178	217	333-2760	constabl	01.8101		9	F	T	Y	1	LC	Veterinary Medicine	B1	LC0	463	http://vetmed.illinois.edu/	False	
14403	1B1-LC-LC0-726	Veterinary Diagnostic Lab	Veterinary Diagnostic Laboratory	Veterinary Diagnostic Laboratory	Veterinary Diagnostic Laboratory	James Lowe	1224 VMBSB	2001 S. Lincoln	002	350	Urbana	IL	61802-6178	217	333-1620	jlowe	01.8101		3	F	F	Y	1	LC	Veterinary Medicine	B1	LC0	726	http://vetmed.illinois.edu/vdl/	True	
14405	1B1-LC-LC0-873	Comparative Biosciences	Department of Comparative Biosciences	Department of Comparative Biosciences	Comparative Biosciences, Department of	Uwe Rudolph	3516 VMBSB	2001 S. Lincoln	002	350	Urbana	IL	61802-6178	217	333-2506	urudolph	26.0102		1	F	F	Y	1	LC	Veterinary Medicine	B1	LC0	873	http://vetmed.illinois.edu/college-organization/comparative-biosciences/	True	
14420	1B1-LC-LC0-598	Vet Clinical Medicine	Department of Veterinary Clinical Medicine	Department of Veterinary Clinical Medicine	Veterinary Clinical Medicine, Department of	Anne Barger	242 Small Animal Clinic	1008 W. Hazelwood	004	292	Urbana	IL	61802-4714	217	333-5310	abarger	01.8101		1	F	F	Y	1	LC	Veterinary Medicine	B1	LC0	598	http://vetmed.illinois.edu/college-organization/veterinary-clinical-medicine/	True	
14430	1B1-LC-LC0-282	Pathobiology	Department of Pathobiology	Department of Pathobiology	Pathobiology, Department of	Raymond Robert Rowland	2522 VMBSB	2001 S. Lincoln	002	350	Urbana	IL	61802-6178	217	333-2449	rowland7	01.8108		1	F	F	Y	1	LC	Veterinary Medicine	B1	LC0	282	http://vetmed.illinois.edu/path/	True	
14480	1B1-LC-LC0-819	Center for Zoonoses Research	Center for Zoonoses Research	Center for Zoonoses Research	Zoonoses Research, Center for	Peter Constable	3503 VMBSB	2001 S. Lincoln	002	350	Urbana	IL	61802-6178	217	333-2760	constabl	90.0180		3	F	T	Y	1	LC	Veterinary Medicine	B1	LC0	819	http://vetmed.illinois.edu/czr/	True	
14499	1B1-LC-LC0-249	Vet Med College-Wide Programs	Veterinary Medicine College-Wide Programs	Veterinary Medicine College-Wide Programs	Veterinary Medicine College-Wide Programs	Peter Constable	3503 VMBSB	2001 S. Lincoln	002	350	Urbana	IL	61802-6178	217	333-2760	constabl	01.8101		3	F	T	Y	1	LC	Veterinary Medicine	B1	LC0	249	http://vetmed.illinois.edu/	False	
15001	1B1-LD-LD0-974	Armed Forces Coordinator	Armed Forces Coordinator	Armed Forces Coordinator	Army ROTC, Department of Military Science	James Brennan	309 Gregory Hall	810 S. Wright St.	466		Urbana	IL	61801	217	244-2594	jbrennan	28.9999	Military Ed Council	8	T	F	Y	1	LD	Armed Forces	B1	LD0	974	http://www.militaryed.illinois.edu/	True	
15010	1B1-LD-LD0-762	Air Force Aerospace Studies	Department of Air Force Aerospace Studies	Department of Air Force Aerospace Studies	Air Force Aerospace Studies, Department of	Joshua Meents	229 Armory Bldg.	505 E. Armory	532	6	Champaign	IL	61820-6294	217	300-2468	jbmeents	28.0101		8	F	F	Y	1	LD	Armed Forces	B1	LD0	762	http://catalog.illinois.edu/courses-of-instruction/afas	True	
15030	1B1-LD-LD0-914	Military Science	Department of Military Science	Department of Military Science	Military Science (Army ROTC), Department of	Zachary S. Miller	113 Armory	505 E. Armory	526	6	Champaign	IL	61820-6237	217	244-1407	zm910204	28.0301	arotc@illinois.edu	8	F	F	Y	1	LD	Armed Forces	B1	LD0	914	https://illinoisarmyrotc.web.illinois.edu/	True	
15040	1B1-LD-LD0-558	Naval Science	Department of Naval Science	Department of Naval Science	Naval Science, Department of	Michael O'Neill	236 Armory	505 E. Armory	536	6	Champaign	IL	61820-6288	217	333-1061	mponeill	28.0401		8	F	F	Y	1	LD	Armed Forces	B1	LD0	558	http://rotc.navy.illinois.edu/	True	
15410	1B1-LF-LF0-305	Fire Service Institute	Fire Service Institute	Fire Service Institute	Fire Service Institute	James Keiken	11 Gerty Drive		675	294	Champaign	IL	61820-7404	217	333-3800	jkeiken	90.4302		8	F	F	Y	1	LF	Public Safety	B1	LF0	305	http://www.fsi.illinois.edu/	True	
15420	1H1-NL-NL4-575	Police Training Institute	Police Training Institute	Police Training Institute	Police Training Institute	Joseph Gallo	Police Training Institute	1004 S. Fourth Street	523	323	Champaign	IL	61820-6104	217	333-2337	jfgallo	90.4301		1	F	F	Y	1	NL	VC Finance and Administration	H1	NL4	575	http://www.pti.illinois.edu/	True	
16010	1B1-LG-LG0-568	School of Labor & Empl. Rel.	School of Labor and Employment Relations	School of Labor and Employment Relations	Labor and Employment Relations, School of	Simon Restubog	147 LER	504 E. Armory Avenue	504	218	Champaign	IL	61820-6221	217	333-1482	simonldr	52.1002	Interim	T	T	F	Y	1	LG	School of Labor & Empl. Rel.	B1	LG0	568	http://www.ler.illinois.edu/	True	
16110	1D1-NP-NP0-392	Beckman Institute	Beckman Institute for Advanced Science and Technology	Beckman Institute for Advanced Science and Technology	Beckman Institute for Advanced Science and Technology	Stephen Maren	405 N. Mathews		251	228	Urbana	IL	61801-2325	217	244-1176	smaren	90.1499		3	F	F	Y	1	NP	OVCRI Institutes	D1	NP0	392	http://beckman.illinois.edu/	True	
16810	1B1-LL-LL0-783	School of Social Work	School of Social Work	School of Social Work	Social Work, School of	Lisa Reyes Mason	1010 W. Nevada		082	238	Urbana	IL	61801-3813	217	333-2261	lrmason	44.0701		T	T	F	Y	1	LL	School of Social Work	B1	LL0	783	http://socialwork.illinois.edu/	True	
17301	1B1-LN-LN0-641	Center Innov in Teach Learn	Center for Innovation in Teaching and Learning	Center for Innovation in Teaching and Learning	Innovation in Teaching and Learning, Center for	Michel Bellini	249 Armory Bldg	505 E. Armory Avenue	528	6	Champaign	IL	61820	217	333-1462	bellini	88.8888		8	T	F	Y	1	LN	Center for Innov Teach Learn	B1	LN0	641	http://citl.illinois.edu	True	
17303	1B1-LN-LN0-627	Publications and Promotion	Publications and Promotion	Publications and Promotion	Publications and Promotion	Arathi Kylasam	901 W. University, Suite 201		260	1265	Urbana	IL	61801-2695	217	333-1462	kylasam	88.8888		8	F	T	Y	1	LN	Center for Innov Teach Learn	B1	LN0	627		False	
17310	1B1-LN-LN0-590	Guided and Self-Paced Study	Guided and Self-Paced Study	Guided and Self-Paced Study	Guided and Self-Paced Study	Michel Bellini	901 W. University, Suite 201		260	1265	Urbana	IL	61801-2695	217	333-1320	bellini	88.8888		8	F	F	Y	1	LN	Center for Innov Teach Learn	B1	LN0	590	http://oce.illinois.edu/Programs/SelfPacedCourses	True	
17325	1H1-NL-NL1-550	Allerton Park & Retreat Center	Allerton Park and Retreat Center	Allerton Park and Retreat Center	Allerton Park and Retreat Center	Derek Peterson	515 Old Timber Rd.		725	2102	Monticello	IL	61856-8279	217	333-3287	depetrsn	88.8888		8	F	T	Y	1	NL	VC Finance and Administration	H1	NL1	550	http://allerton.illinois.edu/	True	
17330	1B1-LN-LN0-951	Academic Outreach	Division of Academic Outreach	Division of Academic Outreach	Academic Outreach, Division of	Michel Bellini	901 W. University, Suite 201		260	355	Urbana	IL	61801-2695	217	333-3061	bellini	88.8888		8	F	T	Y	1	LN	Center for Innov Teach Learn	B1	LN0	951	http://oce.illinois.edu/	False	
17410	1B1-LP-LP0-992	Information Sciences	Information Sciences	School of Information Sciences	Information Sciences, School of	Emily Knox	501 E. Daniel Street		493	331	Champaign	IL	61820-6211	217	333-3280	knox	25.0101	Interim	T	T	F	Y	1	LP	School of Information Sciences	B1	LP0	992	http://ischool.illinois.edu/	True	
17420	1B1-LP-LP0-560	Center for Children's Books	The Center for Children's Books	Center for Children's Books	Children's Books, Center for	Emily Knox	501 E. Daniel Street		493	331	Champaign	IL	61820-6211	217	244-0324	knox	90.2501	Interim	3	F	T	Y	1	LP	School of Information Sciences	B1	LP0	560	https://ccb.ischool.illinois.edu/	True	
17940	1B1-KV-KV6-411	The ACDIS Program	The Program in Arms Control and Domestic and International Security	The Program in Arms Control and Domestic and International Security	ACDIS - Arms Control, Domestic and International Security Program	Angela Di Fulvio	350 Armory Bldg.	505 E. Armory Ave.	533	6	Champaign	IL	61820-6237	217	333-7086	difulvio			8	F	T	Y	1	KV	Liberal Arts & Sciences	B1	KV6	411	http://acdis.illinois.edu/	True	
17960	1B1-LQ-LQ0-533	Illinois Abroad	Illinois Abroad and Global Exchange	Illinois Abroad and Global Exchange (Study Abroad)	Illinois Abroad and Global Exchange (Study Abroad)	Joy Phaphouvaninh	124 Int' l Studies Bldg	910 S. Fifth	417	369	Champaign	IL	61820-6216	217	333-6322	joypha		Interim	8	F	T	Y	1	LQ	Illinois International Prgms	B1	LQ0	533	https://studyabroad.illinois.edu/	True	
17981	1B1-LQ-LQ0-794	Intl Student and Scholar Svcs	International Student and Scholar Services	International Student and Scholar Services	International Student and Scholar Services	Martin McFarlane	 Int'l Studies Building	910 S. Fifth	417	188	Champaign	IL	61820-5717	217	333-1303	mmcfarln			8	F	F	Y	1	LQ	Illinois International Prgms	B1	LQ0	794	https://isss.illinois.edu/	True	
18001	1B1-LR-LR0-540	Library Admin	Library Administration	Library Administration	Library Administration, University of Illinois	Claire Stewart	230 Library	1408 W. Gregory	522	41	Urbana	IL	61801-3607	217	333-2290	clairest			S	T	F	Y	1	LR	Library	B1	LR0	540	http://www.library.illinois.edu/	True	
18002	1B1-LR-LR0-600	Library Research & Publication	Library Research and Publication	Library Research and Publication	Library Research and Publication Committee	Claire Stewart	230 Library	1408 W. Gregory	522	41	Urbana	IL	61801-3607	217	333-0790	clairest			8	F	T	Y	1	LR	Library	B1	LR0	600	http://www.library.illinois.edu/committee/rpc/	True	
18003	1B1-LR-LR0-396	Mortenson Cntr Int'l Lib Prgms	Mortenson Center for International Library Programs	Mortenson Center for International Library Programs	Mortenson Center for International Library Programs	Claire Stewart	230 Library	1408 W. Gregory	522	41	Urbana	IL	61801-3607	217	333-0790	clairest	90.2599		3	F	T	Y	1	LR	Library	B1	LR0	396	http://www.library.illinois.edu/mortenson/	True	
18007	1B1-LR-LR0-668	Library	Library	Library	Library	Claire Stewart	230 Library	1408 W. Gregory	522	41	Urbana	IL	61801-3607	217	333-2290	clairest			8	F	T	Y	1	LR	Library	B1	LR0	668	http://www.library.illinois.edu/	True	
18020	1B1-LR-LR0-795	Library Collections/Support	Library Collections/Support	Library Collections/Support	Library Collections/Support	Claire Stewart	230 Library	1408 W. Gregory	522	41	Urbana	IL	61801-3607	217	333-0790	clairest			8	F	T	Y	1	LR	Library	B1	LR0	795	http://www.library.illinois.edu/	True	
18201	1C1-NN-NN6-701	Facilities & Services	Facilities and Services	Facilities & Services	F&S - Facilities & Services	Morgan White	Physical Plant Svcs Bldg	1501 S. Oak Street	800	198	Champaign	IL	61820-6905	217	333-0340	mbwhite			8	T	T	Y	1	NN	Facilities	C1	NN6	701	https://fs.illinois.edu/	True	
18205	1C1-NN-NN3-456	Building Operation	Building Operation	Building Operation	Building Operation	Morgan White	Physical Plant Svcs Bldg	1501 S. Oak Street	827	198	Champaign	IL	61820-6905	217	333-2500	mbwhite			8	F	T	Y	1	NN	Facilities	C1	NN0	456	https://fs.illinois.edu/	False	
18220	1C1-NN-NN3-815	Bldg Maintenance Crafts/Trades	Building Maintenance Crafts and Trades	F&S Building Maintenance (Crafts & Trades)	F&S Building Maintenance	Morgan White	Physical Plant Svcs Bldg	1501 S. Oak Street	800	198	Champaign	IL	61820-6905	217	333-0340	mbwhite			8	F	T	Y	1	NN	Facilities	C1	NN3	815	https://fs.illinois.edu/	True	
18230	1C1-NN-NN3-328	F&S Grounds	F&S Grounds Department	F&S Grounds Department	F&S Grounds	Morgan White	Physical Plant Svcs Bldg	1501 S. Oak Street	800	198	Champaign	IL	61820-6905	217	333-0340	mbwhite			8	F	T	Y	1	NN	Facilities	C1	NN0	328	https://fs.illinois.edu/	True	
18235	1C1-NC-NC0-766	F&S Fleet Operations	F&S Fleet Operations	F&S Fleet Operations	F&S Fleet Operations	Morgan White	Physical Plant Svcs Bldg	1701 S. Oak Street	677	198	Champaign	IL	61820-6905	217	333-3910	mbwhite			8	F	T	Y	1	NC	Administrative Services	C1	NC0	766	https://fs.illinois.edu	True	
18240	1C1-NN-NN0-398	Heat Light & Power	Heat, Light and Power	F&S Utilities & Energy Services	F&S Utilities and Energy Services	Morgan White	Physical Plant Svcs Bldg	1501 S. Oak Street	800	198	Champaign	IL	61820-6905	217	333-0340	mbwhite			8	F	T	Y	1	NN	Facilities	C1	NN0	398	http://fs.illinois.edu/	True	
18246	1C1-MY-MY0-862	Energy Management Services	Energy Management Services	Energy Management Services	Facilities and Services, Energy Management Services	Morgan White	Physical Plant Svcs Bldg	1501 S. Oak Street	827	198	Champaign	IL	61820-6905	217	333-2500	mbwhite			8	T	T	Y	1	MY	Energy Services	C1	MY0	862	http://www.energymanagement.illinois.edu/	False	
18250	1C1-NN-NN2-518	Construction Projects	Construction Projects	F&S Construction Services	F&S Construction Services	Morgan White	Physical Plant Svcs Bldg	1501 S. Oak Street	800	198	Champaign	IL	61820-6905		333-0340	mbwhite			8	F	F	Y	1	NN	Facilities	C1	NN2	518	https://fs.illinois.edu/	True	
18255	1C1-NN-NN4-814	Capital Programs	Capital Programs	F&S Capital Programs	F&S Capital Programs	Morgan White	Physical Plant Svcs Bldg	1501 S. Oak Street	800	198	Champaign	IL	61820-6905	217	333-0340	mbwhite			8	F	F	Y	1	NN	Facilities	C1	NN4	814	https://fs.illinois.edu/	True	
18266	1C1-NN-NN1-465	Capital Admin & Development	Capital Administration & Development	Capital Administration & Development	Capital Administration & Development	Morgan White	Physical Plant Svcs Bldg	1501 S. Oak Street	800	198	Champaign	IL	61820-6905	217	333-0340	mbwhite			8	F	T	Y	1	NN	Facilities	C1	NN1	465	https://fs.illinois.edu/	False	
18555	1E1-NQ-NQ0-571	Division of Campus Recreation	Division of Campus Recreation	Department of Campus Recreation	Campus Recreation, Department of	Justin Peterson	201 E Peabody Dr		556	118	Champaign	IL	61820-6911	217	333-3806	jrpete			8	F	F	Y	1	NQ	Auxiliary Units	E1	NQ0	571	http://www.campusrec.illinois.edu/	True	
18561	1E1-NQ-NQ0-279	Office of the Dean of Students	Office of the Dean of Students	Dean of Students, Office of the	Dean of Students, Office of the	Stephen Bryan	300 Student Services Building	610 E. John St.	306	188	Champaign	IL	61820-5717			spbryan			8	F	T	Y	1	NQ	Auxiliary Units	E1	NQ0	279		True	
18586	1E1-NQ-NQ0-270	Housing Division	Housing Division	Housing Division	Housing, University of Illinois	Alma R. Sealine	200 Clark Hall	1203 S. Fourth	548	87	Champaign	IL	61820-6982	217	333-7111	asealine			8	F	F	Y	1	NQ	Auxiliary Units	E1	NQ0	270	http://www.housing.illinois.edu/	True	
18588	1A1-NU-NU0-296	State Farm Center	State Farm Center	State Farm Center	State Farm Center	John R. Marquardt	101 State Farm Center	1800 S. First	656	166	Champaign	IL	61820-6951	217	333-2923	jrmarqua			8	F	F	Y	1	NU	Intercollegiate Athletics	A1	NU0	296	http://www.fightingillini.com/statefarmcenter	True	
18590	1E1-NQ-NQ0-389	Illini Union	Illini Union	Illini Union	Illini Union	Rebecca Salzman	227 Illini Union	1401 W. Green	384	23	Urbana	IL	61801-2953	217	333-0691	rsalzman			8	F	F	Y	1	NQ	Auxiliary Units	E1	NQ0	389	https://union.illinois.edu/	True	
19101	1A1-NU-NU0-336	Intercollegiate Athletics	Division of Intercollegiate Athletics (DIA)	Division of Intercollegiate Athletics (DIA)	Intercollegiate Athletics, Division of	Josh Whitman	1700 South Fourth St.		658	379	Champaign	IL	61820-6941	217	333-3630	jwhitman	31.0501		8	T	F	Y	1	NU	Intercollegiate Athletics	A1	NU0	336	http://www.fightingillini.com/	True	
1Z218	1B1-KV-KV0-218	Cline Ctr for Adv Social Rsrch	Cline Center for Advanced Social Research	Cline Center for Advanced Social Research	Cline Center for Advanced Social Research	Scott Althaus	2001 S.First Street, Suite 207		689	1103	Champaign	IL	61820		265-7846	salthaus	90.4501		3	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV0	218	http://www.clinecenter.illinois.edu/	True	
1Z233	1E1-NQ-NQ0-233	Student Affairs Technology	Student Affairs Technology	Student Affairs Technology	Student Affairs Technology	James P. Quisenberry	115 Swanlund		304		Champaign	IL	61820	217	244-1100	jpq			U	F	F	Y	1	NQ	Auxiliary Units	E1	NQ0	233		True	
1Z234	1A1-NA-NA3-234	Web Services	Web Services	Web Services	Web Services	James R. Wilson	507 E. Green, 3rd Floor		426	1262	Champaign	IL	61820	217	265-9073	wilsonjr			8	F	T	Y	1	NA	Chancellor	A1	NA3	234	http://webtools.illinois.edu/	True	
1Z243	1A1-NA-NA3-243	StratCommunications-Marketing	The Office of Strategic Communications and Marketing	Strategic Communications and Marketing	Strategic Communications and Marketing, Office of	Allison Vance	507 E. Green		426	1262	Champaign	IL	61820	217	333-5010	acvance			8	F	T	Y	1	NA	Chancellor	A1	NA3	243	https://stratcom.illinois.edu/	True	
1Z248	1B1-KW-KW0-248	Exploratory Studies Course		Exploratory Studies Courses		Exploratory Studies Courses		Exploratory Studies Courses	Kristi Kuntz	807 S. Wright St.		317	106	Champaign	IL	61820	217	333-4710	kakuntz	24.0101		7	F	F	Y	1	KW	Division of ExploratoryStudies	B1	KW0	248	http://www.dgs.illinois.edu	False	
1Z255	1B1-LC-LC0-255	Veterinary Teaching Hospital	Veterinary Teaching Hospital	Veterinary Teaching Hospital	Veterinary Teaching Hospital	Drew Sullivan	240c SAC	1004 W. Hazelwood Dr.	004	350	Urbana	IL	61802-6178	217	265-6554	dsullivn	01.8101	Interim	8	F	T	Y	1	LC	Veterinary Medicine	B1	LC0	255	http://vetmed.illinois.edu/vth/	True	
